case_id,event_time
SYN-00988,2026-10-17
SYN-00988,2026-10-17
SYN-00989,2025-09-22
SYN-00989,2026-01-19
SYN-00989,2026-01-19
SYN-00990,2025-11-01
SYN-00990,2026-05-07
SYN-00990,2026-05-07
SYN-00991,2025-09-17
SYN-00991,2026-03-10
SYN-00991,2026-03-10
SYN-00992,2025-10-01
SYN-00992,2026-02-05
SYN-00992,2026-02-05
SYN-00993,2026-07-12
SYN-00993,2026-10-21
SYN-00993,2026-10-21
SYN-00994,2025-12-03
SYN-00994,2026-01-15
SYN-00994,2026-01-15
SYN-00994,2026-01-15
SYN-00995,2025-12-30
SYN-00995,2026-05-11
SYN-00995,2026-05-11
SYN-00996,2026-02-01
SYN-00996,2026-07-16
SYN-00996,2026-07-16
SYN-00997,2025-11-17
SYN-00997,2026-03-02
SYN-00997,2026-03-02
SYN-00998,2026-07-25
SYN-00998,2026-10-21
SYN-00998,2026-10-21
SYN-00999,2026-05-18
SYN-00999,2026-10-14
SYN-00999,2026-10-14
SYN-01000,2026-07-16
SYN-01000,2026-09-01
SYN-01000,2026-09-01
SYN-01001,2025-10-16
SYN-01001,2026-04-25
SYN-01001,2026-04-25
SYN-01002,2026-01-13
SYN-01002,2026-06-19
SYN-01002,2026-06-19
SYN-01003,2026-08-13
SYN-01003,2026-09-26
SYN-01003,2026-09-26
SYN-01004,2026-05-29
SYN-01004,2026-11-06
SYN-01004,2026-11-06
SYN-01005,2026-07-24
SYN-01005,2026-09-15
SYN-01005,2026-09-15
SYN-01006,2025-11-01
SYN-01006,2025-12-06
SYN-01006,2025-12-06
SYN-01007,2025-09-03
SYN-01007,2026-03-19
SYN-01007,2026-03-19
SYN-01008,2025-10-05
SYN-01008,2026-04-22
SYN-01008,2026-04-22
SYN-01009,2026-04-04
SYN-01009,2026-05-29
SYN-01009,2026-05-29
SYN-01010,2026-05-07
SYN-01010,2026-09-05
SYN-01010,2026-09-05
SYN-01011,2026-05-21
SYN-01011,2026-09-06
SYN-01011,2026-09-06
SYN-01012,2025-10-16
SYN-01012,2026-04-05
SYN-01012,2026-04-05
SYN-01013,2026-01-13
SYN-01013,2026-05-07
SYN-01013,2026-05-07
SYN-01014,2026-01-07
SYN-01014,2026-02-14
SYN-01014,2026-02-14
SYN-01014,2026-02-14
SYN-01015,2026-07-02
SYN-01015,2026-11-08
SYN-01015,2026-11-08
SYN-01016,2026-07-23
SYN-01016,2026-09-04
SYN-01016,2026-09-04
SYN-01017,2026-06-17
SYN-01017,2026-08-06
SYN-01017,2026-08-06
SYN-01018,2025-09-15
SYN-01018,2026-01-03
SYN-01018,2026-01-03
SYN-01019,2025-12-14
SYN-01019,2026-02-07
SYN-01019,2026-02-07
SYN-01019,2026-02-07
SYN-01020,2026-02-20
SYN-01020,2026-05-23
SYN-01020,2026-05-23
SYN-01021,2025-11-30
SYN-01021,2026-05-26
SYN-01021,2026-05-26
SYN-01022,2025-10-12
SYN-01022,2025-12-17
SYN-01022,2025-12-17
SYN-01023,2026-05-05
SYN-01023,2026-07-16
SYN-01023,2026-07-16
SYN-01024,2026-08-12
SYN-01024,2026-09-21
SYN-01024,2026-09-21
SYN-01025,2026-01-17
SYN-01025,2026-05-08
SYN-01025,2026-05-08
SYN-01026,2025-11-19
SYN-01026,2026-01-08
SYN-01026,2026-01-08
SYN-01027,2026-07-08
SYN-01027,2026-09-24
SYN-01027,2026-09-24
SYN-01028,2026-02-04
SYN-01028,2026-06-10
SYN-01028,2026-06-10
SYN-01029,2026-01-16
SYN-01029,2026-07-17
SYN-01029,2026-07-17
SYN-01030,2026-04-13
SYN-01030,2026-04-13
SYN-01030,2026-08-24
SYN-01030,2026-08-24
SYN-01031,2026-05-14
SYN-01031,2026-10-13
SYN-01031,2026-10-13
SYN-01032,2026-03-05
SYN-01032,2026-06-13
SYN-01032,2026-06-13
SYN-01033,2026-05-25
SYN-01033,2026-10-31
SYN-01033,2026-10-31
SYN-01034,2026-02-18
SYN-01034,2026-06-06
SYN-01034,2026-06-06
SYN-01035,2026-01-11
SYN-01035,2026-05-01
SYN-01035,2026-05-01
SYN-01036,2026-06-05
SYN-01036,2026-10-19
SYN-01036,2026-10-19
SYN-01037,2025-10-10
SYN-01037,2026-04-16
SYN-01037,2026-04-16
SYN-01038,2025-10-05
SYN-01038,2026-01-08
SYN-01038,2026-01-08
SYN-01039,2026-05-27
SYN-01039,2026-07-14
SYN-01039,2026-07-14
SYN-01040,2026-06-26
SYN-01040,2026-10-09
SYN-01040,2026-10-09
SYN-01041,2025-11-03
SYN-01041,2026-04-01
SYN-01041,2026-04-01
SYN-01042,2026-03-28
SYN-01042,2026-06-22
SYN-01042,2026-06-22
SYN-01043,2026-03-17
SYN-01043,2026-06-17
SYN-01043,2026-06-17
SYN-01044,2026-01-15
SYN-01044,2026-04-28
SYN-01044,2026-04-28
SYN-01045,2025-10-20
SYN-01045,2026-04-29
SYN-01045,2026-04-29
SYN-01046,2025-09-08
SYN-01046,2026-01-30
SYN-01046,2026-01-30
SYN-01046,2026-01-30
SYN-01047,2025-11-14
SYN-01047,2025-11-14
SYN-01047,2026-04-13
SYN-01047,2026-04-13
SYN-01047,2026-04-13
SYN-01048,2026-04-29
SYN-01048,2026-08-31
SYN-01048,2026-08-31
SYN-01049,2025-09-14
SYN-01049,2026-03-20
SYN-01049,2026-03-20
SYN-01050,2025-10-12
SYN-01050,2026-02-23
SYN-01050,2026-02-23
SYN-01051,2026-03-09
SYN-01051,2026-05-05
SYN-01051,2026-05-05
SYN-01052,2025-10-31
SYN-01052,2026-05-13
SYN-01052,2026-05-13
SYN-01053,2025-10-24
SYN-01053,2026-02-16
SYN-01053,2026-02-16
SYN-01054,2025-09-02
SYN-01054,2025-12-06
SYN-01054,2025-12-06
SYN-01055,2025-09-15
SYN-01055,2026-02-06
SYN-01055,2026-02-06
SYN-01056,2026-05-10
SYN-01056,2026-09-10
SYN-01056,2026-09-10
SYN-01057,2025-11-29
SYN-01057,2026-01-21
SYN-01057,2026-01-21
SYN-01058,2025-11-01
SYN-01058,2026-03-09
SYN-01058,2026-03-09
SYN-01059,2026-01-14
SYN-01059,2026-04-05
SYN-01059,2026-04-05
SYN-01060,2026-04-15
SYN-01060,2026-09-03
SYN-01060,2026-09-03
SYN-01061,2026-04-20
SYN-01061,2026-09-29
SYN-01061,2026-09-29
SYN-01062,2026-01-28
SYN-01062,2026-07-29
SYN-01062,2026-07-29
SYN-01063,2026-01-13
SYN-01063,2026-04-25
SYN-01063,2026-04-25
SYN-01064,2025-10-16
SYN-01064,2026-04-04
SYN-01064,2026-04-04
SYN-01065,2026-07-16
SYN-01065,2026-07-16
SYN-01065,2026-09-23
SYN-01065,2026-09-23
SYN-01066,2026-03-05
SYN-01066,2026-08-07
SYN-01066,2026-08-07
SYN-01067,2026-02-10
SYN-01067,2026-08-03
SYN-01067,2026-08-03
SYN-01068,2026-04-30
SYN-01068,2026-09-10
SYN-01068,2026-09-10
SYN-01069,2026-07-02
SYN-01069,2026-08-08
SYN-01069,2026-08-08
SYN-01070,2026-03-15
SYN-01070,2026-05-15
SYN-01070,2026-05-15
SYN-01071,2025-12-15
SYN-01071,2026-03-16
SYN-01071,2026-03-16
SYN-01072,2026-03-01
SYN-01072,2026-04-30
SYN-01072,2026-04-30
SYN-01073,2026-01-06
SYN-01073,2026-07-10
SYN-01073,2026-07-10
SYN-01074,2026-06-19
SYN-01074,2026-09-02
SYN-01074,2026-09-02
SYN-01074,2026-09-02
SYN-01075,2026-07-14
SYN-01075,2026-12-26
SYN-01075,2026-12-26
SYN-01076,2025-12-27
SYN-01076,2026-04-25
SYN-01076,2026-04-25
SYN-01077,2026-03-06
SYN-01077,2026-08-28
SYN-01077,2026-08-28
SYN-01078,2026-04-21
SYN-01078,2026-09-28
SYN-01078,2026-09-28
SYN-01079,2026-08-01
SYN-01079,2026-10-19
SYN-01079,2026-10-19
SYN-01079,2026-10-19
SYN-01080,2025-10-06
SYN-01080,2026-04-15
SYN-01080,2026-04-15
SYN-01081,2026-01-29
SYN-01081,2026-08-11
SYN-01081,2026-08-11
SYN-01081,2026-08-11
SYN-01082,2025-12-17
SYN-01082,2026-02-20
SYN-01082,2026-02-20
SYN-01083,2026-07-01
SYN-01083,2026-10-23
SYN-01083,2026-10-23
SYN-01084,2025-10-29
SYN-01084,2026-04-19
SYN-01084,2026-04-19
SYN-01085,2026-06-04
SYN-01085,2026-09-17
SYN-01085,2026-09-17
SYN-01086,2025-12-25
SYN-01086,2026-07-01
SYN-01086,2026-07-01
SYN-01087,2026-02-28
SYN-01087,2026-02-28
SYN-01087,2026-07-02
SYN-01087,2026-07-02
SYN-01088,2026-03-21
SYN-01088,2026-08-18
SYN-01088,2026-08-18
SYN-01089,2026-02-15
SYN-01089,2026-05-24
SYN-01089,2026-05-24
SYN-01090,2026-02-23
SYN-01090,2026-06-04
SYN-01090,2026-06-04
SYN-01091,2026-07-27
SYN-01091,2026-09-28
SYN-01091,2026-09-28
SYN-01092,2026-05-04
SYN-01092,2026-09-01
SYN-01092,2026-09-01
SYN-01093,2026-08-25
SYN-01093,2026-10-20
SYN-01093,2026-10-20
SYN-01094,2026-07-12
SYN-01094,2026-09-10
SYN-01094,2026-09-10
SYN-01095,2026-03-05
SYN-01095,2026-05-04
SYN-01095,2026-05-04
SYN-01096,2026-02-18
SYN-01096,2026-08-31
SYN-01096,2026-08-31
SYN-01097,2026-05-05
SYN-01097,2026-11-18
SYN-01097,2026-11-18
SYN-01098,2026-08-03
SYN-01098,2026-09-29
SYN-01098,2026-09-29
SYN-01099,2026-07-14
SYN-01099,2026-08-28
SYN-01099,2026-08-28
SYN-01100,2026-06-27
SYN-01100,2026-08-13
SYN-01100,2026-08-13
SYN-01101,2025-10-08
SYN-01101,2025-11-24
SYN-01101,2025-11-24
SYN-01102,2026-06-26
SYN-01102,2026-11-22
SYN-01102,2026-11-22
SYN-01103,2026-07-29
SYN-01103,2026-12-03
SYN-01103,2026-12-03
SYN-01103,2026-12-03
SYN-01104,2026-05-08
SYN-01104,2026-07-10
SYN-01104,2026-07-10
SYN-01105,2025-10-13
SYN-01105,2026-03-29
SYN-01105,2026-03-29
SYN-01106,2026-05-20
SYN-01106,2026-09-22
SYN-01106,2026-09-22
SYN-01107,2025-11-24
SYN-01107,2026-02-13
SYN-01107,2026-02-13
SYN-01108,2026-06-22
SYN-01108,2027-01-07
SYN-01108,2027-01-07
SYN-01109,2026-02-11
SYN-01109,2026-03-29
SYN-01109,2026-03-29
SYN-01110,2025-12-04
SYN-01110,2026-02-08
SYN-01110,2026-02-08
SYN-01111,2026-04-27
SYN-01111,2026-06-25
SYN-01111,2026-06-25
SYN-01112,2026-03-15
SYN-01112,2026-09-05
SYN-01112,2026-09-05
SYN-01113,2025-11-25
SYN-01113,2026-05-31
SYN-01113,2026-05-31
SYN-01114,2026-02-24
SYN-01114,2026-08-10
SYN-01114,2026-08-10
SYN-01114,2026-08-10
SYN-01115,2026-04-07
SYN-01115,2026-08-30
SYN-01115,2026-08-30
SYN-01116,2026-08-24
SYN-01116,2027-01-09
SYN-01116,2027-01-09
SYN-01117,2025-10-02
SYN-01117,2026-02-26
SYN-01117,2026-02-26
SYN-01118,2025-09-27
SYN-01118,2026-01-11
SYN-01118,2026-01-11
SYN-01119,2026-01-10
SYN-01119,2026-06-26
SYN-01119,2026-06-26
SYN-01120,2026-02-16
SYN-01120,2026-03-20
SYN-01120,2026-03-20
SYN-01121,2026-07-19
SYN-01121,2026-11-09
SYN-01121,2026-11-09
SYN-01122,2026-01-24
SYN-01122,2026-03-19
SYN-01122,2026-03-19
SYN-01123,2026-05-29
SYN-01123,2026-07-20
SYN-01123,2026-07-20
SYN-01124,2026-03-22
SYN-01124,2026-06-14
SYN-01124,2026-06-14
SYN-01125,2026-04-05
SYN-01125,2026-09-27
SYN-01125,2026-09-27
SYN-01126,2026-05-08
SYN-01126,2026-11-06
SYN-01126,2026-11-06
SYN-01127,2026-06-21
SYN-01127,2026-10-12
SYN-01127,2026-10-12
SYN-01128,2026-04-02
SYN-01128,2026-06-24
SYN-01128,2026-06-24
SYN-01129,2026-01-25
SYN-01129,2026-05-09
SYN-01129,2026-05-09
SYN-01130,2025-09-26
SYN-01130,2026-03-20
SYN-01130,2026-03-20
SYN-01130,2026-03-20
SYN-01131,2026-03-20
SYN-01131,2026-06-01
SYN-01131,2026-06-01
SYN-01132,2026-04-24
SYN-01132,2026-10-21
SYN-01132,2026-10-21
SYN-01133,2026-04-21
SYN-01133,2026-10-25
SYN-01133,2026-10-25
SYN-01134,2026-01-05
SYN-01134,2026-05-26
SYN-01134,2026-05-26
SYN-01135,2026-04-23
SYN-01135,2026-09-03
SYN-01135,2026-09-03
SYN-01135,2026-09-03
SYN-01136,2026-05-25
SYN-01136,2026-07-09
SYN-01136,2026-07-09
SYN-01137,2025-09-06
SYN-01137,2025-11-16
SYN-01137,2025-11-16
SYN-01138,2025-11-01
SYN-01138,2025-12-11
SYN-01138,2025-12-11
SYN-01139,2025-10-21
SYN-01139,2026-03-01
SYN-01139,2026-03-01
SYN-01140,2026-02-13
SYN-01140,2026-08-15
SYN-01140,2026-08-15
SYN-01141,2025-12-30
SYN-01141,2026-04-02
SYN-01141,2026-04-02
SYN-01142,2026-06-07
SYN-01142,2026-10-25
SYN-01142,2026-10-25
SYN-01143,2026-05-24
SYN-01143,2026-07-11
SYN-01143,2026-07-11
SYN-01144,2026-07-20
SYN-01144,2026-12-08
SYN-01144,2026-12-08
SYN-01145,2026-02-22
SYN-01145,2026-06-01
SYN-01145,2026-06-01
SYN-01146,2026-04-11
SYN-01146,2026-10-15
SYN-01146,2026-10-15
SYN-01147,2026-05-09
SYN-01147,2026-06-20
SYN-01147,2026-06-20
SYN-01148,2025-11-04
SYN-01148,2026-03-19
SYN-01148,2026-03-19
SYN-01149,2026-03-08
SYN-01149,2026-07-25
SYN-01149,2026-07-25
SYN-01150,2025-10-18
SYN-01150,2025-12-23
SYN-01150,2025-12-23
SYN-01151,2025-10-12
SYN-01151,2026-01-17
SYN-01151,2026-01-17
SYN-01152,2026-08-01
SYN-01152,2026-09-15
SYN-01152,2026-09-15
SYN-01153,2026-05-04
SYN-01153,2026-07-13
SYN-01153,2026-07-13
SYN-01154,2026-07-21
SYN-01155,2026-01-15
SYN-01155,2026-03-11
SYN-01155,2026-03-11
SYN-01156,2026-03-25
SYN-01156,2026-07-18
SYN-01156,2026-07-18
SYN-01157,2026-07-18
SYN-01157,2026-10-21
SYN-01157,2026-10-21
SYN-01158,2026-08-24
SYN-01159,2026-01-31
SYN-01159,2026-01-31
SYN-01159,2026-05-29
SYN-01159,2026-05-29
SYN-01160,2026-04-25
SYN-01160,2026-09-15
SYN-01160,2026-09-15
SYN-01161,2026-06-16
SYN-01161,2026-09-23
SYN-01161,2026-09-23
SYN-01162,2025-11-11
SYN-01162,2026-04-17
SYN-01162,2026-04-17
SYN-01163,2026-03-21
SYN-01163,2026-06-19
SYN-01163,2026-06-19
SYN-01164,2025-12-03
SYN-01164,2026-02-22
SYN-01164,2026-02-22
SYN-01165,2025-10-28
SYN-01165,2026-01-05
SYN-01165,2026-01-05
SYN-01166,2025-09-28
SYN-01166,2026-04-03
SYN-01166,2026-04-03
SYN-01167,2025-11-13
SYN-01167,2025-12-14
SYN-01167,2025-12-14
SYN-01168,2025-09-22
SYN-01168,2026-04-03
SYN-01168,2026-04-03
SYN-01169,2025-11-13
SYN-01169,2026-04-24
SYN-01169,2026-04-24
SYN-01170,2026-05-15
SYN-01170,2026-08-15
SYN-01170,2026-08-15
SYN-01171,2026-05-10
SYN-01171,2026-09-18
SYN-01171,2026-09-18
SYN-01172,2026-04-07
SYN-01172,2026-08-21
SYN-01172,2026-08-21
SYN-01173,2026-03-14
SYN-01173,2026-08-22
SYN-01173,2026-08-22
SYN-01174,2025-09-05
SYN-01174,2026-01-16
SYN-01174,2026-01-16
SYN-01175,2026-05-11
SYN-01175,2026-06-17
SYN-01175,2026-06-17
SYN-01176,2026-02-14
SYN-01176,2026-06-15
SYN-01176,2026-06-15
SYN-01177,2025-12-13
SYN-01177,2026-04-06
SYN-01177,2026-04-06
SYN-01178,2026-03-17
SYN-01178,2026-09-08
SYN-01178,2026-09-08
SYN-01179,2025-12-24
SYN-01179,2026-02-26
SYN-01179,2026-02-26
SYN-01180,2026-07-06
SYN-01180,2026-11-13
SYN-01180,2026-11-13
SYN-01181,2025-11-16
SYN-01181,2026-05-28
SYN-01181,2026-05-28
SYN-01182,2025-10-14
SYN-01182,2026-03-16
SYN-01182,2026-03-16
SYN-01183,2026-07-03
SYN-01183,2026-10-21
SYN-01183,2026-10-21
SYN-01184,2025-09-15
SYN-01184,2025-12-12
SYN-01184,2025-12-12
SYN-01185,2025-10-03
SYN-01185,2026-01-09
SYN-01185,2026-01-09
SYN-01186,2026-03-17
SYN-01186,2026-09-10
SYN-01186,2026-09-10
SYN-01187,2025-10-30
SYN-01187,2025-12-17
SYN-01187,2025-12-17
SYN-01188,2026-03-16
SYN-01188,2026-05-10
SYN-01188,2026-05-10
SYN-01189,2025-12-17
SYN-01189,2026-03-06
SYN-01189,2026-03-06
SYN-01190,2025-11-26
SYN-01190,2025-11-26
SYN-01190,2026-06-01
SYN-01190,2026-06-01
SYN-01191,2026-03-27
SYN-01191,2026-05-09
SYN-01191,2026-05-09
SYN-01192,2026-05-07
SYN-01192,2026-09-02
SYN-01192,2026-09-02
SYN-01192,2026-09-02
SYN-01193,2026-05-14
SYN-01193,2026-08-04
SYN-01193,2026-08-04
SYN-01194,2026-05-06
SYN-01194,2026-10-23
SYN-01194,2026-10-23
SYN-01195,2026-02-19
SYN-01195,2026-05-11
SYN-01195,2026-05-11
SYN-01196,2026-05-06
SYN-01196,2026-06-27
SYN-01196,2026-06-27
SYN-01197,2026-08-16
SYN-01197,2026-10-20
SYN-01197,2026-10-20
SYN-01198,2025-09-05
SYN-01198,2026-02-06
SYN-01198,2026-02-06
SYN-01199,2026-07-25
SYN-01199,2026-12-02
SYN-01199,2026-12-02
SYN-01200,2025-11-25
SYN-01200,2026-04-15
SYN-01200,2026-04-15
SYN-01201,2026-01-25
SYN-01201,2026-07-08
SYN-01201,2026-07-08
SYN-01202,2025-12-15
SYN-01202,2026-06-09
SYN-01202,2026-06-09
SYN-01203,2026-03-29
SYN-01203,2026-06-03
SYN-01203,2026-06-03
SYN-01204,2026-03-28
SYN-01204,2026-08-03
SYN-01204,2026-08-03
SYN-01205,2026-02-05
SYN-01205,2026-08-03
SYN-01205,2026-08-03
SYN-01206,2026-02-24
SYN-01206,2026-05-02
SYN-01206,2026-05-02
SYN-01207,2026-01-10
SYN-01207,2026-06-05
SYN-01207,2026-06-05
SYN-01208,2025-12-14
SYN-01208,2026-02-20
SYN-01208,2026-02-20
SYN-01209,2025-10-04
SYN-01209,2026-04-20
SYN-01209,2026-04-20
SYN-01210,2025-12-28
SYN-01210,2026-02-01
SYN-01210,2026-02-01
SYN-01211,2026-05-14
SYN-01211,2026-11-12
SYN-01211,2026-11-12
SYN-01212,2026-06-06
SYN-01212,2026-11-24
SYN-01212,2026-11-24
SYN-01213,2025-10-17
SYN-01213,2026-04-01
SYN-01213,2026-04-01
SYN-01214,2026-07-31
SYN-01215,2026-03-30
SYN-01215,2026-05-30
SYN-01215,2026-05-30
SYN-01216,2026-04-12
SYN-01216,2026-09-29
SYN-01216,2026-09-29
SYN-01217,2026-05-06
SYN-01217,2026-05-06
SYN-01217,2026-07-22
SYN-01217,2026-07-22
SYN-01218,2026-01-26
SYN-01218,2026-03-12
SYN-01218,2026-03-12
SYN-01219,2026-01-31
SYN-01219,2026-04-06
SYN-01219,2026-04-06
SYN-01220,2026-02-03
SYN-01220,2026-05-13
SYN-01220,2026-05-13
SYN-01221,2026-02-21
SYN-01221,2026-03-31
SYN-01221,2026-03-31
SYN-01222,2026-04-03
SYN-01222,2026-09-02
SYN-01222,2026-09-02
SYN-01223,2026-04-24
SYN-01223,2026-07-17
SYN-01223,2026-07-17
SYN-01224,2026-06-04
SYN-01224,2026-08-08
SYN-01224,2026-08-08
SYN-01225,2025-11-11
SYN-01225,2026-03-21
SYN-01225,2026-03-21
SYN-01226,2025-09-12
SYN-01226,2026-01-07
SYN-01226,2026-01-07
SYN-01227,2025-09-17
SYN-01227,2026-03-31
SYN-01227,2026-03-31
SYN-01228,2026-02-22
SYN-01228,2026-08-20
SYN-01228,2026-08-20
SYN-01229,2026-02-15
SYN-01229,2026-03-31
SYN-01229,2026-03-31
SYN-01230,2026-01-16
SYN-01230,2026-08-02
SYN-01230,2026-08-02
SYN-01231,2026-08-12
SYN-01232,2026-04-22
SYN-01232,2026-06-24
SYN-01232,2026-06-24
SYN-01233,2026-01-14
SYN-01233,2026-05-09
SYN-01233,2026-05-09
SYN-01234,2025-09-05
SYN-01234,2026-01-05
SYN-01234,2026-01-05
SYN-01234,2026-01-05
SYN-01235,2025-09-09
SYN-01235,2026-02-17
SYN-01235,2026-02-17
SYN-01236,2025-12-06
SYN-01236,2026-03-29
SYN-01236,2026-03-29
SYN-01237,2026-03-06
SYN-01237,2026-04-17
SYN-01237,2026-04-17
SYN-01238,2026-04-19
SYN-01238,2026-08-30
SYN-01238,2026-08-30
SYN-01239,2026-05-10
SYN-01239,2026-07-10
SYN-01239,2026-07-10
SYN-01240,2025-12-08
SYN-01240,2026-03-29
SYN-01240,2026-03-29
SYN-01241,2026-06-21
SYN-01241,2026-12-22
SYN-01241,2026-12-22
SYN-01242,2026-01-13
SYN-01242,2026-03-08
SYN-01242,2026-03-08
SYN-01243,2025-09-09
SYN-01243,2026-02-14
SYN-01243,2026-02-14
SYN-01244,2026-05-29
SYN-01244,2026-08-08
SYN-01244,2026-08-08
SYN-01245,2026-08-25
SYN-01246,2026-04-09
SYN-01246,2026-10-24
SYN-01246,2026-10-24
SYN-01247,2025-12-16
SYN-01247,2026-01-30
SYN-01247,2026-01-30
SYN-01248,2026-03-04
SYN-01248,2026-07-31
SYN-01248,2026-07-31
SYN-01249,2025-09-11
SYN-01249,2025-11-17
SYN-01249,2025-11-17
SYN-01250,2026-01-21
SYN-01250,2026-05-31
SYN-01250,2026-05-31
SYN-01251,2025-11-13
SYN-01251,2026-05-01
SYN-01251,2026-05-01
SYN-01252,2025-11-01
SYN-01252,2025-12-31
SYN-01252,2025-12-31
SYN-01253,2026-01-16
SYN-01253,2026-04-29
SYN-01253,2026-04-29
SYN-01254,2026-02-08
SYN-01254,2026-04-28
SYN-01254,2026-04-28
SYN-01255,2025-09-16
SYN-01255,2025-12-26
SYN-01255,2025-12-26
SYN-01256,2025-12-27
SYN-01256,2026-02-25
SYN-01256,2026-02-25
SYN-01257,2026-08-19
SYN-01258,2026-02-19
SYN-01258,2026-04-25
SYN-01258,2026-04-25
SYN-01258,2026-04-25
SYN-01259,2026-05-02
SYN-01259,2026-10-05
SYN-01259,2026-10-05
SYN-01260,2026-03-07
SYN-01260,2026-07-22
SYN-01260,2026-07-22
SYN-01261,2026-04-26
SYN-01261,2026-09-19
SYN-01261,2026-09-19
SYN-01262,2026-04-06
SYN-01262,2026-07-23
SYN-01262,2026-07-23
SYN-01263,2026-06-24
SYN-01263,2026-12-03
SYN-01263,2026-12-03
SYN-01264,2026-04-24
SYN-01264,2026-08-29
SYN-01264,2026-08-29
SYN-01265,2026-02-28
SYN-01265,2026-04-06
SYN-01265,2026-04-06
SYN-01265,2026-04-06
SYN-01266,2026-04-14
SYN-01266,2026-08-30
SYN-01266,2026-08-30
SYN-01267,2025-12-18
SYN-01267,2026-03-16
SYN-01267,2026-03-16
SYN-01268,2025-12-16
SYN-01268,2026-02-15
SYN-01268,2026-02-15
SYN-01269,2025-11-06
SYN-01269,2025-12-27
SYN-01269,2025-12-27
SYN-01270,2026-02-13
SYN-01270,2026-07-23
SYN-01270,2026-07-23
SYN-01270,2026-07-23
SYN-01271,2025-11-12
SYN-01271,2026-04-10
SYN-01271,2026-04-10
SYN-01272,2025-11-03
SYN-01272,2026-05-10
SYN-01272,2026-05-10
SYN-01273,2026-02-28
SYN-01273,2026-05-29
SYN-01273,2026-05-29
SYN-01274,2026-03-25
SYN-01274,2026-05-09
SYN-01274,2026-05-09
SYN-01275,2026-07-06
SYN-01275,2026-11-20
SYN-01275,2026-11-20
SYN-01276,2026-03-05
SYN-01276,2026-04-05
SYN-01276,2026-04-05
SYN-01277,2026-05-28
SYN-01277,2026-10-31
SYN-01277,2026-10-31
SYN-01278,2026-03-18
SYN-01278,2026-06-02
SYN-01278,2026-06-02
SYN-01279,2026-03-25
SYN-01279,2026-06-03
SYN-01279,2026-06-03
SYN-01280,2026-05-13
SYN-01280,2026-07-24
SYN-01280,2026-07-24
SYN-01281,2026-05-17
SYN-01281,2026-10-01
SYN-01281,2026-10-01
SYN-01282,2026-04-22
SYN-01282,2026-08-31
SYN-01282,2026-08-31
SYN-01283,2025-09-24
SYN-01283,2026-03-22
SYN-01283,2026-03-22
SYN-01283,2026-03-22
SYN-01284,2026-07-23
SYN-01284,2026-10-11
SYN-01284,2026-10-11
SYN-01285,2026-05-14
SYN-01285,2026-07-19
SYN-01285,2026-07-19
SYN-01286,2025-11-11
SYN-01286,2026-04-23
SYN-01286,2026-04-23
SYN-01287,2026-02-22
SYN-01287,2026-05-31
SYN-01287,2026-05-31
SYN-01288,2026-05-25
SYN-01288,2026-10-01
SYN-01288,2026-10-01
SYN-01289,2026-06-01
SYN-01289,2026-08-18
SYN-01289,2026-08-18
SYN-01290,2026-01-26
SYN-01290,2026-02-26
SYN-01290,2026-02-26
SYN-01291,2026-08-24
SYN-01291,2026-12-07
SYN-01291,2026-12-07
SYN-01292,2026-05-04
SYN-01292,2026-10-29
SYN-01292,2026-10-29
SYN-01293,2026-03-07
SYN-01293,2026-05-29
SYN-01293,2026-05-29
SYN-01294,2026-06-06
SYN-01294,2026-07-06
SYN-01294,2026-07-06
SYN-01295,2026-02-17
SYN-01295,2026-08-28
SYN-01295,2026-08-28
SYN-01296,2026-03-18
SYN-01296,2026-05-18
SYN-01296,2026-05-18
SYN-01297,2026-06-02
SYN-01297,2026-07-03
SYN-01297,2026-07-03
SYN-01298,2026-06-09
SYN-01298,2026-11-06
SYN-01298,2026-11-06
SYN-01299,2025-09-13
SYN-01299,2025-11-20
SYN-01299,2025-11-20
SYN-01300,2026-06-25
SYN-01300,2027-01-10
SYN-01300,2027-01-10
SYN-01301,2026-04-27
SYN-01301,2026-08-21
SYN-01301,2026-08-21
SYN-01302,2026-01-15
SYN-01302,2026-03-27
SYN-01302,2026-03-27
SYN-01303,2025-11-07
SYN-01303,2026-05-21
SYN-01303,2026-05-21
SYN-01304,2026-05-04
SYN-01304,2026-06-09
SYN-01304,2026-06-09
SYN-01304,2026-06-09
SYN-01305,2026-04-01
SYN-01305,2026-06-11
SYN-01305,2026-06-11
SYN-01306,2026-08-17
SYN-01306,2026-12-26
SYN-01306,2026-12-26
SYN-01307,2026-02-22
SYN-01307,2026-08-01
SYN-01307,2026-08-01
SYN-01308,2026-07-03
SYN-01308,2026-12-22
SYN-01308,2026-12-22
SYN-01309,2026-01-09
SYN-01309,2026-03-04
SYN-01309,2026-03-04
SYN-01310,2026-05-23
SYN-01310,2026-11-04
SYN-01310,2026-11-04
SYN-01311,2025-09-28
SYN-01311,2026-02-04
SYN-01311,2026-02-04
SYN-01312,2025-10-26
SYN-01312,2026-03-22
SYN-01312,2026-03-22
SYN-01313,2026-04-09
SYN-01313,2026-06-11
SYN-01313,2026-06-11
SYN-01314,2026-05-26
SYN-01314,2026-09-22
SYN-01314,2026-09-22
SYN-01315,2025-12-14
SYN-01315,2026-04-26
SYN-01315,2026-04-26
SYN-01316,2026-07-11
SYN-01316,2026-09-19
